dept_id,sale_date,wm_yr_wk,weekday,store_id,state_id,cat_id,event_name_1,event_type_1,event_name_2,event_type_2,snap_TX,total_units_sold,total_revenue,average_selling_price
FOODS_1,2014-06-06,11418,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,177,450.12,2.54
HOUSEHOLD_1,2014-06-06,11418,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,519,1874.37,3.61
FOODS_1,2014-06-06,11418,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,222,628.20,2.83
HOUSEHOLD_1,2014-06-06,11418,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,643,2382.48,3.71
FOODS_1,2014-06-07,11419,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,221,551.20,2.49
HOUSEHOLD_1,2014-06-07,11419,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,736,2746.58,3.73
FOODS_1,2014-06-07,11419,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,332,795.21,2.40
HOUSEHOLD_1,2014-06-07,11419,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,891,3168.99,3.56
FOODS_1,2014-06-07,11419,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,265,723.47,2.73
HOUSEHOLD_1,2014-06-07,11419,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,787,2949.44,3.75
FOODS_1,2014-06-08,11419,Sunday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,221,443.84,2.01
HOUSEHOLD_1,2014-06-08,11419,Sunday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,779,2845.54,3.65
FOODS_1,2014-06-08,11419,Sunday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,249,659.78,2.65
HOUSEHOLD_1,2014-06-08,11419,Sunday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,694,2574.33,3.71
FOODS_1,2014-06-08,11419,Sunday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,218,635.64,2.92
HOUSEHOLD_1,2014-06-08,11419,Sunday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,744,2994.71,4.03
FOODS_1,2014-06-09,11419,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,157,367.78,2.34
HOUSEHOLD_1,2014-06-09,11419,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,597,2168.68,3.63
FOODS_1,2014-06-09,11419,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,177,469.05,2.65
HOUSEHOLD_1,2014-06-09,11419,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,571,2253.37,3.95
FOODS_1,2014-06-09,11419,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,256,762.56,2.98
HOUSEHOLD_1,2014-06-09,11419,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,622,2272.69,3.65
FOODS_1,2014-06-10,11419,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,197,493.10,2.50
HOUSEHOLD_1,2014-06-10,11419,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,508,1880.69,3.70
FOODS_1,2014-06-10,11419,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,196,469.08,2.39
HOUSEHOLD_1,2014-06-10,11419,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,559,2095.06,3.75
FOODS_1,2014-06-10,11419,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,233,674.01,2.89
HOUSEHOLD_1,2014-06-10,11419,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,644,2388.38,3.71
FOODS_1,2014-06-11,11419,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,186,436.37,2.35
HOUSEHOLD_1,2014-06-11,11419,Wednesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,527,1938.72,3.68
FOODS_1,2014-06-11,11419,Wednesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,225,567.23,2.52
HOUSEHOLD_1,2014-06-11,11419,Wednesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,557,1736.14,3.12
FOODS_1,2014-06-11,11419,Wednesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,249,841.87,3.38
HOUSEHOLD_1,2014-06-11,11419,Wednesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,549,2083.94,3.80
FOODS_1,2014-06-12,11419,Thursday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,230,593.34,2.58
HOUSEHOLD_1,2014-06-12,11419,Thursday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,508,1965.75,3.87
FOODS_1,2014-06-12,11419,Thursday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,238,690.27,2.90
HOUSEHOLD_1,2014-06-12,11419,Thursday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,528,1877.97,3.56
FOODS_1,2014-06-12,11419,Thursday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,200,631.68,3.16
HOUSEHOLD_1,2014-06-12,11419,Thursday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,541,1887.13,3.49
FOODS_1,2014-06-13,11419,Friday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,186,475.01,2.55
HOUSEHOLD_1,2014-06-13,11419,Friday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,645,2403.55,3.73
FOODS_1,2014-06-13,11419,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,372,954.42,2.57
HOUSEHOLD_1,2014-06-13,11419,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,589,2229.21,3.78
FOODS_1,2014-06-13,11419,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,259,860.09,3.32
HOUSEHOLD_1,2014-06-13,11419,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,562,1994.14,3.55
FOODS_1,2014-06-14,11420,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,271,629.12,2.32
HOUSEHOLD_1,2014-06-14,11420,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,718,2629.02,3.66
FOODS_1,2014-06-14,11420,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,320,877.22,2.74
HOUSEHOLD_1,2014-06-14,11420,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,695,2442.62,3.51
FOODS_1,2014-06-14,11420,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,259,738.28,2.85
HOUSEHOLD_1,2014-06-14,11420,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,801,2809.51,3.51
FOODS_1,2014-06-15,11420,Sunday,TX_1,TX,FOODS,NBAFinalsEnd,Sporting,"Father's day",Cultural,1,242,551.44,2.28
HOUSEHOLD_1,2014-06-15,11420,Sunday,TX_1,TX,HOUSEHOLD,NBAFinalsEnd,Sporting,"Father's day",Cultural,1,680,2541.02,3.74
FOODS_1,2014-06-15,11420,Sunday,TX_2,TX,FOODS,NBAFinalsEnd,Sporting,"Father's day",Cultural,1,303,828.94,2.74
HOUSEHOLD_1,2014-06-15,11420,Sunday,TX_2,TX,HOUSEHOLD,NBAFinalsEnd,Sporting,"Father's day",Cultural,1,662,2392.89,3.61
FOODS_1,2014-06-15,11420,Sunday,TX_3,TX,FOODS,NBAFinalsEnd,Sporting,"Father's day",Cultural,1,211,729.87,3.46
HOUSEHOLD_1,2014-06-15,11420,Sunday,TX_3,TX,HOUSEHOLD,NBAFinalsEnd,Sporting,"Father's day",Cultural,1,682,2593.22,3.80
FOODS_1,2014-06-16,11420,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,156,438.63,2.81
HOUSEHOLD_1,2014-06-16,11420,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,622,2447.53,3.93
FOODS_1,2014-06-16,11420,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,202,530.33,2.63
HOUSEHOLD_1,2014-06-16,11420,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,624,2348.55,3.76
FOODS_1,2014-06-16,11420,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,210,713.49,3.40
HOUSEHOLD_1,2014-06-16,11420,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,609,2250.23,3.70
FOODS_1,2014-06-17,11420,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,242,569.38,2.35
HOUSEHOLD_1,2014-06-17,11420,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,505,1898.31,3.76
FOODS_1,2014-06-17,11420,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,167,385.93,2.31
HOUSEHOLD_1,2014-06-17,11420,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,589,2217.63,3.77
FOODS_1,2014-06-17,11420,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,261,811.15,3.11
HOUSEHOLD_1,2014-06-17,11420,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,584,1970.49,3.37
FOODS_1,2014-06-18,11420,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,213,484.44,2.27
HOUSEHOLD_1,2014-06-18,11420,Wednesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,526,2064.34,3.92
FOODS_1,2014-06-18,11420,Wednesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,221,481.59,2.18
HOUSEHOLD_1,2014-06-18,11420,Wednesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,522,1823.75,3.49
FOODS_1,2014-06-18,11420,Wednesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,196,656.77,3.35
HOUSEHOLD_1,2014-06-18,11420,Wednesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,555,2034.28,3.67
FOODS_1,2014-06-19,11420,Thursday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,202,510.71,2.53
HOUSEHOLD_1,2014-06-19,11420,Thursday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,529,1706.64,3.23
FOODS_1,2014-06-19,11420,Thursday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,278,675.05,2.43
HOUSEHOLD_1,2014-06-19,11420,Thursday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,575,2008.80,3.49
FOODS_1,2014-06-19,11420,Thursday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,244,810.72,3.32
HOUSEHOLD_1,2014-06-19,11420,Thursday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,542,1937.82,3.58
FOODS_1,2014-06-20,11420,Friday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,181,430.35,2.38
HOUSEHOLD_1,2014-06-20,11420,Friday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,632,2344.38,3.71
FOODS_1,2014-06-20,11420,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,266,756.19,2.84
HOUSEHOLD_1,2014-06-20,11420,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,662,2368.11,3.58
FOODS_1,2014-06-20,11420,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,226,707.74,3.13
HOUSEHOLD_1,2014-06-20,11420,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,739,2751.62,3.72
FOODS_1,2014-06-21,11421,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,196,466.10,2.38
HOUSEHOLD_1,2014-06-21,11421,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,723,2641.72,3.65
FOODS_1,2014-06-21,11421,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,296,747.51,2.53
HOUSEHOLD_1,2014-06-21,11421,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,737,2766.47,3.75
FOODS_1,2014-06-21,11421,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,241,756.60,3.14
HOUSEHOLD_1,2014-06-21,11421,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,768,2951.88,3.84
FOODS_1,2014-06-22,11421,Sunday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,204,436.89,2.14
HOUSEHOLD_1,2014-06-22,11421,Sunday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,749,2794.33,3.73
FOODS_1,2014-06-22,11421,Sunday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,290,683.40,2.36
HOUSEHOLD_1,2014-06-22,11421,Sunday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,720,2658.62,3.69
FOODS_1,2014-06-22,11421,Sunday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,258,788.45,3.06
HOUSEHOLD_1,2014-06-22,11421,Sunday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,792,3024.16,3.82
FOODS_1,2014-06-23,11421,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,179,387.14,2.16
HOUSEHOLD_1,2014-06-23,11421,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,530,2015.44,3.80
FOODS_1,2014-06-23,11421,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,270,697.26,2.58
HOUSEHOLD_1,2014-06-23,11421,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,551,2005.14,3.64
FOODS_1,2014-06-23,11421,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,202,678.10,3.36
HOUSEHOLD_1,2014-06-23,11421,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,564,1998.16,3.54
FOODS_1,2014-06-24,11421,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,203,475.53,2.34
HOUSEHOLD_1,2014-06-24,11421,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,550,1937.04,3.52
FOODS_1,2014-06-24,11421,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,187,572.05,3.06
HOUSEHOLD_1,2014-06-24,11421,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,494,1723.86,3.49
FOODS_1,2014-06-24,11421,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,200,614.88,3.07
HOUSEHOLD_1,2014-06-24,11421,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,512,1818.64,3.55
FOODS_1,2014-06-25,11421,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,131,359.67,2.75
HOUSEHOLD_1,2014-06-25,11421,Wednesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,485,1917.18,3.95
FOODS_1,2014-06-25,11421,Wednesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,185,540.02,2.92
HOUSEHOLD_1,2014-06-25,11421,Wednesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,499,1730.46,3.47
FOODS_1,2014-06-25,11421,Wednesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,135,450.91,3.34
HOUSEHOLD_1,2014-06-25,11421,Wednesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,563,2116.99,3.76
FOODS_1,2014-06-26,11421,Thursday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,113,378.86,3.35
HOUSEHOLD_1,2014-06-26,11421,Thursday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,518,1738.98,3.36
